customer_id,age,gender,subscription_type,monthly_charges,tenure_in_months,login_frequency,last_login_days,watch_time,payment_failures,customer_support_calls,churn
1052,42,Male,Standard,16.67,5,14,0,35.4,0,4,0
1053,31,Female,Standard,24.05,12,12,1,23.1,0,2,0
1054,67,Female,Premium,37.23,2,10,5,12.8,0,0,0
1055,26,Female,Standard,17.25,1,10,29,4.9,1,2,1
1056,43,Male,Basic,13.87,25,14,14,37.6,1,1,1
1057,70,Female,Standard,21.62,22,15,2,8.4,0,5,0
1058,19,Male,Basic,12.04,29,15,5,8.8,2,1,0
1059,37,Male,Premium,29.55,25,13,5,49.5,0,2,0
1060,45,Female,Basic,14.29,2,15,8,74.3,0,0,1
1061,64,Female,Standard,22.29,8,23,8,45.7,0,1,0
1062,24,Male,Basic,12.73,3,13,10,100.0,0,1,0
1063,61,Female,Standard,21.48,44,16,0,40.6,1,2,0
1064,25,Female,Standard,16.81,32,13,20,24.4,0,3,0
1065,64,Male,Standard,20.26,5,21,0,7.0,0,2,1
1066,52,Female,Basic,10.96,10,14,4,61.1,1,3,0
1067,31,Male,Basic,11.03,72,21,17,41.9,1,3,0
1068,34,Male,Basic,13.3,21,12,4,5.5,1,0,0
1069,53,Female,Standard,24.19,38,15,0,13.4,1,2,0
1070,67,Male,Basic,12.01,7,18,1,1.5,1,2,0
1071,57,Male,Standard,17.86,5,14,6,61.3,0,2,0
1072,21,Female,Premium,35.07,36,15,0,17.0,0,0,0
1073,19,Female,Premium,38.19,27,11,3,5.6,1,1,0
1074,23,Female,Standard,22.72,27,20,2,6.9,0,1,0
1075,59,Male,Standard,23.81,19,15,11,78.9,0,0,0
1076,21,Male,Basic,12.67,19,14,0,19.1,0,0,0
1077,46,Female,Standard,22.76,31,15,8,10.9,1,1,0
1078,35,Male,Premium,27.95,7,16,3,13.9,0,0,0
1079,43,Female,Basic,11.73,10,24,6,2.1,0,2,0
1080,61,Female,Standard,19.5,49,11,1,1.6,0,1,0
1081,51,Male,Premium,33.15,8,15,6,18.0,0,2,0
1082,27,Female,Premium,39.0,18,16,7,14.3,0,3,0
1083,53,Male,Basic,14.36,29,18,0,8.9,0,1,0
1084,31,Male,Standard,17.2,72,10,12,16.7,0,2,0
1085,48,Female,Basic,10.85,13,21,13,1.5,1,3,1
1086,65,Male,Basic,11.78,13,16,0,57.6,1,2,1
1087,32,Female,Premium,30.06,44,9,6,7.0,1,2,0
1088,25,Male,Premium,34.6,39,18,6,1.5,0,4,0
1089,31,Male,Premium,38.63,31,12,0,3.7,1,1,0
1090,40,Male,Basic,14.8,14,19,2,2.0,0,0,1
1091,57,Female,Premium,35.14,9,10,24,3.9,0,4,1
1092,38,Male,Standard,23.53,22,9,5,10.8,0,2,1
1093,33,Female,Basic,12.62,50,14,18,26.8,2,2,1
1094,62,Male,Standard,17.86,51,7,7,6.4,1,3,1
1095,35,Male,Basic,12.61,2,18,0,11.5,1,0,1
1096,64,Female,Premium,33.76,13,10,0,52.8,0,2,0
1097,70,Female,Standard,22.67,14,18,8,7.0,0,2,0
1098,41,Female,Basic,11.09,72,20,5,31.7,3,2,1
1099,43,Female,Basic,11.83,27,18,0,3.4,0,2,1
1100,42,Female,Basic,11.81,12,13,6,3.9,0,5,0
1101,62,Male,Basic,14.79,1,13,11,12.2,2,1,0
1102,58,Male,Standard,19.99,19,16,9,5.3,1,4,1
1103,46,Female,Premium,36.56,2,21,1,46.7,0,2,0
1104,32,Male,Basic,13.74,43,12,2,1.0,0,2,1
1105,62,Male,Basic,11.32,33,17,24,18.2,0,4,0
1106,18,Male,Standard,21.14,14,19,15,18.5,1,0,1
1107,42,Female,Premium,38.51,13,16,2,1.4,1,1,0
1108,24,Male,Basic,12.37,54,13,12,26.4,0,1,0
1109,26,Male,Basic,14.72,8,17,1,12.7,1,1,0
1110,41,Male,Standard,17.92,6,13,1,25.7,1,0,1
1111,18,Female,Basic,10.36,67,15,1,35.1,4,2,0
1112,61,Male,Basic,14.45,39,13,0,7.8,1,2,0
1113,25,Male,Standard,23.62,41,12,13,13.3,0,5,0
1114,41,Female,Standard,24.92,5,17,6,6.0,1,2,0
1115,28,Female,Standard,22.1,3,14,2,4.5,0,2,0
1116,68,Male,Standard,24.42,1,13,13,0.0,1,1,1
1117,34,Male,Standard,23.43,6,16,11,66.3,1,1,0
1118,25,Female,Basic,14.21,35,20,0,11.6,0,1,1
1119,52,Female,Basic,12.84,6,11,7,0.3,0,1,1
1120,52,Female,Basic,11.9,31,11,8,0.2,1,1,1
1121,50,Female,Basic,14.66,6,16,8,6.8,2,0,1
1122,22,Female,Standard,19.88,12,14,8,0.3,0,2,0
1123,59,Female,Premium,33.53,72,15,1,9.4,0,1,0
1124,56,Female,Premium,32.24,6,17,2,1.3,1,3,0
1125,58,Male,Standard,21.07,11,14,13,0.8,0,4,0
1126,45,Female,Basic,12.34,8,25,16,22.1,0,1,0
1127,24,Female,Basic,10.23,2,9,2,47.5,1,1,0
1128,26,Male,Premium,38.34,16,15,0,10.5,0,0,0
1129,25,Female,Standard,19.99,11,16,13,36.3,2,4,1
1130,29,Female,Standard,21.29,28,16,3,0.6,0,1,0
1131,51,Male,Premium,27.94,40,13,2,30.1,0,2,0
1132,50,Female,Standard,16.02,18,13,2,1.3,0,1,1
1133,65,Male,Premium,29.42,1,12,3,36.5,0,1,0
1134,40,Male,Basic,13.51,23,16,3,42.8,0,1,0
1135,41,Male,Standard,16.88,1,15,5,30.8,0,1,0
1136,54,Male,Premium,38.71,22,14,0,34.4,0,1,0
1137,52,Female,Basic,11.07,27,17,24,16.5,0,0,1
1138,61,Male,Standard,17.83,5,22,19,6.2,1,0,0
1139,57,Male,Basic,10.9,41,12,19,20.6,0,2,0
1140,39,Female,Premium,26.19,58,9,14,11.6,0,2,1
1141,44,Male,Basic,13.85,40,15,7,0.1,0,4,1
1142,52,Male,Standard,23.87,8,10,1,13.0,1,1,0
1143,18,Male,Basic,13.06,21,22,0,21.1,0,0,0
1144,52,Male,Standard,17.68,59,17,0,0.3,2,2,1
1145,54,Female,Basic,11.42,9,16,2,19.4,0,1,0
1146,64,Male,Basic,12.37,41,18,4,21.1,2,1,0
1147,31,Female,Standard,24.58,1,17,34,3.4,0,3,1
1148,20,Female,Premium,29.45,1,13,4,11.3,1,4,0
1149,18,Male,Basic,13.65,34,21,5,66.7,1,1,0
1150,22,Male,Basic,12.19,34,5,8,43.1,0,3,0
1151,43,Male,Premium,30.16,37,12,1,10.6,0,2,0
1152,31,Male,Standard,20.09,63,16,18,8.6,1,3,0
1153,56,Female,Premium,26.99,3,18,5,2.6,1,5,1
1154,44,Female,Basic,13.98,6,9,2,0.7,0,0,0
1155,26,Female,Standard,18.18,56,10,19,7.1,0,2,0
1156,32,Male,Basic,13.62,4,17,6,56.4,1,2,0
1157,32,Female,Basic,10.33,27,17,4,63.7,0,0,0
1158,43,Male,Standard,24.59,18,11,6,33.5,0,2,0
1159,59,Male,Standard,17.73,2,16,9,8.6,1,4,0
1160,30,Male,Premium,38.35,8,23,1,3.1,0,2,0
1161,68,Male,Basic,14.04,17,13,14,18.1,0,0,1
1162,49,Male,Standard,24.7,45,15,22,20.8,2,1,1
1163,56,Female,Standard,20.29,29,13,5,11.1,0,3,0
1164,66,Female,Premium,36.17,23,15,8,23.5,1,3,0
1165,69,Male,Basic,11.84,16,17,13,27.5,0,2,1
1166,49,Female,Basic,10.91,8,21,3,30.6,0,1,0
1167,21,Male,Basic,12.21,3,13,34,14.0,0,2,0
1168,47,Male,Standard,17.48,12,21,7,31.4,1,2,0
1169,54,Male,Basic,14.9,1,19,3,0.5,0,0,1
1170,40,Female,Premium,27.34,5,15,7,22.8,0,1,0
1171,56,Male,Basic,12.94,13,15,5,5.4,2,1,1
1172,62,Male,Premium,34.76,13,13,0,6.3,1,0,0
1173,32,Female,Basic,12.68,1,14,11,1.9,1,3,1
1174,60,Female,Standard,21.95,21,15,5,4.3,0,2,1
1175,46,Female,Premium,27.62,19,8,11,96.6,0,1,0
1176,53,Male,Basic,12.77,1,8,1,10.7,0,0,0
1177,30,Male,Premium,30.01,68,10,5,52.6,2,2,0
1178,49,Female,Standard,24.45,2,14,10,3.6,0,0,1
1179,24,Male,Premium,36.66,46,8,31,4.6,1,0,0
1180,68,Female,Standard,24.74,1,13,15,16.3,1,1,1
1181,39,Female,Basic,10.18,51,17,13,8.6,0,1,0
1182,45,Male,Basic,11.42,1,23,1,20.7,1,4,1
1183,19,Male,Basic,10.97,34,18,12,11.0,0,1,0
1184,59,Female,Basic,10.05,10,19,1,33.4,1,1,0
1185,62,Female,Basic,11.2,32,16,1,11.3,0,0,0
1186,70,Female,Basic,13.38,12,17,0,17.0,0,1,1
1187,23,Female,Standard,18.07,1,20,13,7.7,0,1,1
1188,45,Male,Premium,33.12,35,11,0,24.4,0,2,0
1189,45,Female,Basic,14.43,1,11,1,21.3,1,1,0
1190,61,Female,Basic,13.46,61,12,1,10.1,1,4,0
1191,61,Female,Standard,19.54,1,18,5,6.5,0,1,0
1192,37,Male,Basic,11.85,15,11,14,19.0,1,0,1
1193,47,Male,Basic,12.27,30,15,3,57.3,0,2,1
1194,28,Female,Basic,10.88,11,16,5,2.8,0,1,1
1195,45,Male,Premium,34.87,5,13,1,32.1,0,2,0
1196,42,Male,Premium,31.09,34,15,2,15.7,1,1,0
1197,56,Male,Basic,14.25,36,14,1,14.9,1,0,1
1198,50,Female,Standard,22.8,61,16,3,65.2,0,5,0
1199,18,Female,Standard,21.48,11,13,6,18.6,3,1,1
1200,44,Male,Standard,19.27,16,16,2,35.5,0,6,0
1201,69,Female,Standard,17.88,10,12,13,14.5,0,3,1
1202,30,Female,Standard,22.98,7,8,27,5.7,1,2,1
1203,58,Male,Basic,12.42,33,17,0,23.7,1,1,1
1204,20,Male,Basic,11.11,9,14,0,51.3,0,2,0
1205,56,Female,Standard,17.75,13,19,10,36.8,0,1,0
1206,23,Male,Premium,28.31,12,22,1,4.4,1,0,0
1207,25,Female,Standard,22.98,29,20,3,7.6,0,2,0
1208,44,Female,Premium,29.2,59,17,3,14.5,0,3,0
1209,26,Male,Premium,33.36,26,11,17,17.0,0,2,0
1210,54,Female,Basic,12.25,15,15,7,4.3,0,0,0
1211,50,Female,Standard,21.21,36,7,0,5.2,0,0,1
1212,68,Male,Standard,23.88,24,17,0,28.4,0,2,0
1213,59,Male,Premium,38.14,1,7,1,26.2,0,2,0
1214,61,Male,Premium,32.31,2,16,2,36.6,0,3,1
1215,41,Female,Standard,16.13,1,10,4,54.0,0,0,0
1216,32,Male,Basic,12.12,14,15,12,7.4,1,2,1
1217,49,Male,Premium,34.48,41,15,2,39.3,0,1,0
1218,49,Male,Basic,12.78,9,8,3,21.9,1,1,1
1219,41,Male,Premium,35.11,11,10,2,63.3,0,2,0
1220,58,Female,Premium,28.15,57,19,0,6.4,1,1,0
1221,69,Female,Basic,13.22,43,16,21,6.3,2,1,1
1222,66,Male,Standard,17.63,26,12,1,24.4,0,3,0
1223,66,Female,Standard,22.74,7,20,2,52.7,0,0,0
1224,69,Male,Standard,19.04,2,19,0,34.8,0,2,0
1225,29,Male,Basic,13.54,1,17,4,26.0,1,1,1
1226,56,Female,Premium,26.66,2,16,18,9.8,0,2,1
1227,19,Female,Premium,31.7,8,8,0,25.3,0,2,0
1228,20,Male,Premium,35.86,19,16,4,32.3,0,2,0
1229,66,Male,Basic,11.12,1,17,0,28.0,0,4,0
1230,54,Female,Premium,37.12,3,12,10,22.6,0,3,0
1231,66,Male,Standard,21.67,4,22,7,1.0,1,1,1
1232,34,Female,Basic,12.93,23,17,8,21.6,0,1,1
1233,66,Male,Basic,11.76,22,15,4,13.0,0,3,1
1234,19,Male,Basic,12.4,19,4,16,65.2,0,2,1
1235,19,Female,Premium,34.35,6,10,3,18.7,0,1,0
1236,45,Female,Standard,20.24,11,13,5,18.7,0,2,0
1237,40,Female,Standard,22.27,2,16,8,100.0,0,2,1
1238,54,Female,Basic,12.16,6,18,5,2.0,0,0,1
1239,49,Female,Standard,17.81,54,17,1,6.5,0,1,0
1240,50,Female,Basic,11.06,72,13,2,21.3,1,5,1
1241,18,Female,Basic,10.02,25,19,0,7.6,1,0,1
1242,36,Male,Standard,18.7,59,12,3,8.5,1,1,0
1243,19,Male,Basic,13.73,24,10,6,44.6,0,1,1
1244,70,Male,Premium,37.11,1,22,0,17.3,3,1,0
1245,61,Female,Basic,11.0,72,13,6,2.2,0,4,0
1246,43,Female,Standard,24.62,2,16,15,7.4,0,3,1
1247,49,Female,Standard,20.51,27,18,2,1.6,2,4,1
1248,23,Male,Standard,24.24,6,9,1,16.2,1,1,1
1249,49,Female,Basic,13.52,11,16,15,3.8,0,4,1
1250,21,Female,Basic,13.6,24,16,8,38.9,0,2,0
1251,28,Male,Premium,27.18,13,9,0,17.2,0,2,0
1252,34,Female,Basic,11.09,6,18,3,1.2,0,3,1
1253,55,Male,Premium,26.11,9,16,7,7.2,0,1,0
1254,41,Male,Premium,36.02,10,19,5,19.2,0,1,0
1255,22,Female,Basic,11.71,72,9,6,8.2,0,2,0
1256,69,Female,Basic,13.92,38,20,5,14.4,1,1,0
1257,51,Female,Standard,19.04,14,17,11,48.0,0,0,0
1258,23,Male,Premium,37.46,5,24,2,8.6,0,2,0
1259,39,Male,Premium,27.82,39,10,8,8.2,1,2,1
1260,28,Male,Standard,17.55,4,17,33,34.3,1,2,0
1261,65,Female,Premium,30.76,5,9,3,7.7,0,5,0
1262,33,Female,Basic,12.03,10,11,10,1.6,0,2,1
1263,50,Female,Premium,30.87,50,14,1,4.0,0,3,0
1264,26,Female,Premium,36.68,3,14,2,59.4,0,1,1
1265,23,Male,Basic,10.47,3,13,19,54.1,0,4,1
1266,33,Male,Basic,11.75,16,11,0,5.1,0,2,0
1267,46,Male,Basic,14.18,7,15,1,16.1,0,3,0
1268,20,Male,Basic,10.32,20,9,4,3.0,1,1,1
1269,37,Female,Premium,39.18,14,12,3,22.5,0,3,0
1270,53,Female,Basic,14.92,13,20,6,4.1,0,5,1
1271,36,Female,Basic,10.43,2,17,1,1.0,0,1,0
1272,43,Male,Basic,11.45,3,15,0,34.8,0,3,0
1273,20,Male,Premium,31.2,41,11,3,7.9,1,0,0
1274,36,Female,Standard,22.98,52,16,5,2.3,0,0,1
1275,37,Female,Standard,21.35,6,16,5,35.9,0,2,0
1276,49,Male,Basic,13.21,2,11,6,28.7,0,2,0
1277,24,Female,Premium,36.6,1,18,5,23.0,1,1,0
1278,69,Male,Premium,27.64,22,20,1,48.4,3,2,0
1279,58,Male,Basic,14.16,30,21,10,13.4,0,2,0
1280,50,Male,Basic,13.52,11,14,0,2.7,0,3,1
1281,57,Female,Basic,12.88,27,13,1,1.3,1,1,1
1282,56,Female,Basic,14.44,29,11,9,7.7,2,1,1
1283,35,Male,Standard,22.29,65,12,2,1.8,0,3,0
1284,57,Female,Premium,28.81,1,14,4,15.3,0,1,0
1285,18,Male,Standard,19.86,5,14,2,0.3,0,2,0
1286,28,Male,Premium,32.91,1,19,4,11.7,0,0,0
1287,45,Male,Standard,16.49,48,19,2,3.9,2,5,0
1288,42,Male,Standard,24.58,37,19,36,9.2,0,1,1
1289,67,Female,Standard,17.15,20,16,3,22.5,0,2,0
1290,40,Male,Basic,13.48,2,18,6,8.6,0,0,1
1291,48,Male,Basic,12.52,7,11,15,8.4,0,1,0
1292,47,Female,Standard,16.22,8,13,7,93.7,0,2,0
1293,59,Male,Basic,14.61,19,13,5,25.4,2,1,0
1294,52,Male,Basic,14.25,7,25,5,14.4,1,2,0
1295,24,Female,Standard,20.71,1,21,4,17.3,1,3,0
1296,33,Female,Premium,29.2,31,21,11,19.4,0,4,0
1297,43,Female,Standard,17.08,8,12,0,0.5,0,2,0
1298,65,Male,Premium,31.08,14,17,15,1.7,0,2,1
1299,69,Female,Standard,18.29,3,17,6,21.0,2,1,1
1300,66,Female,Premium,33.08,38,15,13,9.1,1,4,1
1301,19,Male,Standard,24.69,20,17,0,1.1,0,1,0
1302,18,Male,Premium,34.04,55,16,14,7.1,1,1,0
1303,65,Male,Standard,24.0,16,16,0,2.8,0,0,1
1304,29,Male,Standard,21.85,68,11,8,49.6,1,1,0
1305,22,Male,Standard,20.27,53,10,3,4.5,0,2,0
1306,54,Female,Standard,23.68,20,14,7,3.1,0,4,0
1307,49,Female,Basic,12.35,65,20,6,19.7,0,0,0
1308,26,Female,Basic,14.33,9,13,1,14.8,1,3,1
1309,58,Male,Basic,11.45,10,12,5,17.2,0,2,0
1310,52,Male,Premium,27.79,1,13,2,11.5,2,3,1
1311,36,Male,Basic,14.27,21,18,5,12.6,1,1,1
1312,65,Female,Basic,12.93,30,12,9,30.2,1,0,0
1313,33,Female,Standard,23.99,35,19,0,5.0,0,4,0
1314,20,Male,Basic,14.68,3,8,5,10.1,1,1,0
1315,37,Female,Standard,16.47,14,17,6,63.3,0,0,0
1316,41,Male,Basic,12.49,4,18,2,4.2,0,2,1
1317,50,Female,Premium,31.24,26,22,21,7.0,0,1,0
1318,41,Female,Premium,34.75,4,18,5,4.3,0,2,0
1319,69,Female,Premium,37.1,56,16,1,0.4,0,0,0
1320,28,Male,Standard,18.52,6,14,0,6.3,0,0,0
1321,66,Female,Premium,33.79,8,11,5,1.0,0,1,0
1322,25,Female,Basic,13.53,45,10,3,3.4,0,2,1
1323,53,Male,Basic,10.66,14,18,1,9.0,2,3,1
1324,55,Female,Basic,14.06,1,18,0,0.4,0,2,1
1325,57,Male,Standard,21.44,16,15,5,28.0,3,0,0
1326,37,Male,Standard,24.54,2,13,6,31.8,1,0,1
1327,52,Male,Standard,19.05,72,13,1,10.6,0,1,0
1328,65,Male,Basic,10.53,21,18,6,83.6,0,1,0
1329,42,Male,Standard,20.55,7,13,21,22.7,0,2,0
1330,52,Female,Standard,16.76,19,15,26,27.2,1,0,1
1331,42,Male,Standard,24.72,1,11,15,4.3,2,2,1
1332,46,Male,Standard,16.34,38,16,11,36.3,0,1,0
1333,35,Male,Basic,13.76,62,18,1,58.0,0,4,0
1334,63,Male,Premium,33.34,49,11,1,5.4,1,4,0
1335,35,Female,Standard,19.31,10,14,4,23.2,1,2,0
1336,19,Male,Basic,10.32,9,20,6,27.5,0,1,0
1337,52,Female,Basic,13.1,1,13,13,7.3,0,0,1
1338,33,Male,Standard,21.26,25,12,1,12.9,0,0,1
1339,58,Female,Premium,29.92,18,19,4,2.1,1,1,0
1340,53,Male,Standard,24.18,14,11,7,3.8,0,3,0
1341,50,Male,Basic,11.51,57,8,4,1.3,0,2,0
1342,21,Female,Premium,32.29,4,15,4,16.4,0,4,0
1343,50,Male,Standard,20.88,1,13,1,19.6,1,2,1
1344,31,Female,Standard,16.89,1,9,30,49.6,0,1,0
1345,38,Male,Standard,24.38,6,13,4,15.6,1,4,0
1346,65,Female,Basic,11.86,1,18,5,6.0,2,4,1
1347,37,Male,Standard,16.72,16,19,1,1.2,0,0,1
1348,25,Male,Basic,11.93,9,17,5,43.2,1,3,1
1349,24,Female,Premium,34.39,4,18,2,13.0,0,0,0
1350,20,Male,Standard,20.61,33,17,1,26.7,1,0,0
1351,34,Male,Standard,22.24,5,16,2,0.3,1,4,1
1352,50,Male,Standard,16.49,27,21,0,13.4,1,2,0
1353,65,Male,Premium,29.97,10,13,5,7.9,0,1,0
1354,29,Male,Premium,37.46,17,14,3,0.6,0,0,0
1355,68,Male,Standard,16.71,65,8,16,29.9,0,4,1
1356,39,Female,Standard,23.69,1,25,0,14.4,0,1,0
1357,39,Female,Standard,16.82,16,15,0,8.1,0,2,0
1358,63,Female,Standard,23.5,46,12,15,32.8,0,1,0
1359,47,Male,Basic,11.79,21,12,0,11.8,0,0,0
1360,55,Female,Standard,21.5,7,11,0,0.1,0,0,0
1361,55,Male,Basic,10.75,12,22,1,57.8,0,2,0
1362,62,Male,Premium,26.92,27,9,12,5.9,0,1,0
1363,68,Male,Basic,11.07,53,18,11,35.5,0,0,0
1364,25,Male,Premium,27.78,1,17,2,33.9,0,0,0
1365,44,Female,Standard,18.8,1,22,7,3.5,0,0,1
1366,44,Male,Standard,20.62,9,21,4,12.8,0,1,0
1367,51,Female,Standard,21.29,6,10,16,0.8,0,0,1
1368,38,Male,Basic,13.94,7,12,0,8.8,0,0,0
1369,47,Female,Basic,13.27,6,17,11,26.3,0,1,0
1370,50,Female,Basic,13.03,5,13,1,5.4,0,0,0
1371,45,Female,Standard,19.7,3,19,3,2.5,0,0,1
1372,64,Female,Standard,20.25,65,13,1,14.1,0,3,0
1373,50,Female,Premium,31.79,3,15,8,15.4,3,1,0
1374,22,Female,Basic,14.2,5,10,7,22.5,0,1,1
1375,65,Male,Basic,11.14,6,20,5,28.5,1,2,0
1376,36,Female,Standard,16.04,64,9,8,23.8,0,2,0
1377,21,Male,Premium,35.11,33,8,7,37.3,0,2,0
1378,52,Female,Standard,17.81,37,20,10,5.0,0,3,0
1379,66,Male,Standard,24.0,2,19,1,16.9,0,4,0
1380,34,Female,Standard,23.72,43,10,3,8.9,2,0,0
1381,61,Female,Basic,10.37,12,22,1,65.5,1,1,0
1382,45,Male,Premium,27.48,7,20,3,11.6,0,2,0
1383,47,Female,Standard,20.45,20,19,8,64.2,1,0,0
1384,46,Female,Basic,13.04,41,15,8,29.3,0,1,0
1385,63,Female,Standard,18.46,36,10,8,25.3,0,3,0
1386,70,Male,Basic,13.57,52,19,2,13.5,0,0,0
1387,23,Female,Premium,34.32,63,17,7,11.7,0,1,0
1388,52,Male,Basic,11.61,6,13,3,15.0,2,3,1
1389,58,Female,Standard,16.22,13,12,20,7.0,0,1,1
1390,54,Female,Basic,13.74,1,12,2,47.0,2,1,0
1391,41,Male,Standard,17.92,50,13,6,31.6,0,1,0
1392,46,Female,Premium,37.67,4,14,9,32.3,0,2,1
1393,66,Female,Standard,19.77,47,11,16,11.4,0,0,0
1394,63,Male,Standard,21.18,9,9,4,1.5,1,0,1
1395,70,Female,Premium,38.21,11,16,3,23.0,1,0,0
1396,48,Male,Basic,14.31,1,11,3,9.4,0,2,1
1397,52,Male,Basic,11.85,9,20,2,40.9,0,0,0
1398,50,Male,Basic,11.03,52,16,7,30.3,0,1,0
1399,69,Female,Premium,36.84,1,14,18,3.1,0,3,1
1400,38,Male,Basic,12.16,12,16,0,18.4,0,0,0
1401,49,Male,Standard,17.72,1,16,5,23.6,1,2,0
1402,40,Female,Standard,24.13,11,17,15,16.8,0,0,0
1403,50,Male,Basic,10.98,4,11,0,14.4,0,3,0
1404,20,Female,Basic,10.12,6,7,4,5.2,0,0,0
1405,35,Female,Basic,10.09,50,16,14,5.4,0,0,0
1406,42,Female,Standard,21.59,13,20,16,29.2,0,1,0
1407,59,Female,Basic,13.3,7,8,5,0.4,0,2,0
1408,48,Male,Basic,11.55,21,19,0,30.2,1,1,1
1409,20,Male,Premium,30.47,3,19,0,15.0,1,1,0
1410,57,Male,Premium,30.74,7,14,6,55.0,0,5,0
1411,63,Male,Basic,13.39,18,21,0,100.0,0,3,0
1412,41,Male,Basic,10.28,6,13,1,21.8,0,2,0
1413,67,Female,Basic,14.64,27,6,10,10.6,0,5,0
1414,49,Male,Standard,17.99,16,15,9,12.9,0,1,1
1415,64,Male,Premium,39.99,35,16,12,4.6,2,0,0
1416,39,Male,Basic,10.85,71,11,0,2.1,0,1,0
1417,40,Female,Basic,13.85,2,20,1,17.3,0,2,1
1418,19,Female,Premium,29.12,9,21,12,32.7,0,1,0
1419,44,Male,Standard,16.72,9,18,8,6.1,1,0,1
1420,59,Female,Basic,14.36,3,9,11,10.9,0,0,0
1421,19,Male,Standard,23.72,39,8,32,16.2,0,0,1
1422,43,Male,Basic,12.01,34,16,13,47.7,0,0,1
1423,34,Female,Basic,13.5,15,15,5,3.0,1,1,1
1424,57,Female,Premium,33.79,18,18,2,5.4,3,1,0
1425,50,Male,Premium,37.93,1,17,5,50.2,0,1,0
1426,26,Male,Standard,18.83,19,11,7,0.8,1,1,1
1427,60,Female,Premium,33.32,37,9,2,21.3,0,2,0
1428,65,Male,Standard,20.36,20,18,10,20.4,2,2,0
1429,56,Female,Premium,30.94,7,13,0,9.7,0,2,0
1430,46,Male,Standard,24.01,26,18,10,12.6,0,1,0
1431,59,Female,Premium,28.31,10,17,0,38.6,2,1,0
1432,43,Male,Premium,28.08,18,13,4,3.6,0,0,0
1433,52,Male,Basic,12.87,16,16,13,5.3,0,1,1
